PMCID,ORIGINAL SENTENCE,NER ANNOTATION,IAO SECTION
PMC8708915_v1,"Exclusion criteria were as follows: anticipated dialysis commencement within 12 months or anticipated death within 6 months; non-English speaking or unable to give informed consent; a clinically significant change in immunosuppressant dose within 6 months; receiving or had received radiation to the bowel or had a large bowel resection; consumed pre-, probiotic, or antibiotic therapy within 1 month of study commencement; medically diagnosed and active irritable bowel syndrome, Crohn’s disease, or ulcerative colitis; cirrhotic liver disease; or severely malnourished (Subjective Global Assessment: C).","[{""entity_group"": ""methodology"", ""word"": ""exclusion criteria"", ""start"": 0, ""end"": 18, ""score"": 0.9999321103096008}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"At the first study visit, participants were randomly assigned to either synbiotic supplements or placebo for 12 months.","[{""entity_group"": ""methodology"", ""word"": ""randomly assigned"", ""start"": 44, ""end"": 61, ""score"": 0.9990015029907227}, {""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 97, ""end"": 104, ""score"": 0.9938220977783203}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"The randomization was completed by a computer-generated random number (1:1 ratio, blocks of 4, stratified by CKD stage and presence of diabetes), which was carried out by an independent investigator not involved in the recruitment or implementation of the study protocol.","[{""entity_group"": ""methodology"", ""word"": ""study protocol"", ""start"": 256, ""end"": 270, ""score"": 0.9998877048492432}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"All participants received face-to-face or telephone dietary education and counseling with a qualified dietitian in line with evidence-based guidelines [12,13] at their commencement in the trial.","[{""entity_group"": ""methodology"", ""word"": ""evidence - based guidelines"", ""start"": 125, ""end"": 150, ""score"": 0.9984283447265625}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"The placebo group received waxy maize powder (Ingredion) and maltodextrin (Swiss Mendes) in lieu of the prebiotic and probiotic, respectively.","[{""entity_group"": ""methodology"", ""word"": ""placebo group"", ""start"": 4, ""end"": 17, ""score"": 0.9994170069694519}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,The study design (Figure 1) included a dose escalation to avoid potential adverse gastrointestinal symptoms.,"[{""entity_group"": ""methodology"", ""word"": ""study design"", ""start"": 4, ""end"": 16, ""score"": 0.9997318983078003}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"In both arms, the prebiotic/placebo were commenced at a one-half dose for the first 2 weeks, consisting of 10 g (one level scoop) of the prebiotic/placebo powder and one probiotic/placebo sachet.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 28, ""end"": 35, ""score"": 0.9996250867843628}, {""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 147, ""end"": 154, ""score"": 0.9996694326400757}, {""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 180, ""end"": 187, ""score"": 0.999232292175293}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"Following dose escalation, participants included an additional prebiotic/placebo dose (10 g powder) with their evening meal.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 73, ""end"": 80, ""score"": 0.9989323616027832}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"Throughout the intervention, participants were provided individualized and tailored dietary advice in line with best practice guidelines and were encouraged to maintain a stable dietary intake, focusing on not altering protein and fiber intake.","[{""entity_group"": ""methodology"", ""word"": ""best practice guidelines"", ""start"": 112, ""end"": 136, ""score"": 0.9992353320121765}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"Baseline differences between intervention and placebo groups were evaluated by chi-square or Fisher’s exact tests for categorical variables and Student’s t-test or Mann–Whitney test, for normal or skewed continuous variables, respectively.","[{""entity_group"": ""methodology"", ""word"": ""intervention and placebo groups"", ""start"": 29, ""end"": 60, ""score"": 0.9557956457138062}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"To determine the difference in the GSRS and BSS between the two study groups, the chi-square test was used.","[{""entity_group"": ""methodology"", ""word"": ""study groups"", ""start"": 64, ""end"": 76, ""score"": 0.9980393052101135}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,Data/sample clustering was examined using both unsupervised analysis (Principal Coordinates Analysis (PCoA) of Bray–Curtis dissimilarity metrics) and supervised analyses (redundancy analysis (RDA)) constrained by the synbiotic or placebo intervention.,"[{""entity_group"": ""methodology"", ""word"": ""placebo intervention"", ""start"": 230, ""end"": 250, ""score"": 0.9994580745697021}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,"Those bacterial taxa considered different between the two treatment arms were further tested for significance and after adjustment for multiplicity, as described by McFarlane et al.","[{""entity_group"": ""methodology"", ""word"": ""arms"", ""start"": 68, ""end"": 72, ""score"": 0.7056840658187866}]",IAO:0000633 materials section; IAO:0000317 methods section
PMC8708915_v1,Participants were recruited from two kidney care outpatient departments from April 2017 to August 2018 and randomized to synbiotic or placebo group.,"[{""entity_group"": ""methodology"", ""word"": ""placebo group"", ""start"": 134, ""end"": 147, ""score"": 0.9993444085121155}]",IAO:0000318 results section
PMC8708915_v1,A total of 56 participants completed the 12-month intervention with 40 participants completing the optional fecal sub-study.,"[{""entity_group"": ""methodology"", ""word"": ""sub - study"", ""start"": 114, ""end"": 123, ""score"": 0.7851080894470215}]",IAO:0000318 results section
PMC8708915_v1,"Of the eligible participants, 41% (68/166) consented to participate in the SYNERGY II trial.","[{""entity_group"": ""methodology"", ""word"": ""##ynergy ii trial"", ""start"": 76, ""end"": 91, ""score"": 0.589112401008606}]",IAO:0000318 results section
PMC8708915_v1,"The retention rate was 82%, with 56 of the randomly allocated participants completing the 12-month intervention.","[{""entity_group"": ""methodology"", ""word"": ""randomly allocated participants"", ""start"": 43, ""end"": 74, ""score"": 0.995613157749176}]",IAO:0000318 results section
PMC8708915_v1,"Twelve (18%) participants withdrew from the study with no difference in withdrawals between groups (synbiotic: 7, placebo: 5; p = 0.60).","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 114, ""end"": 121, ""score"": 0.9978585839271545}]",IAO:0000318 results section
PMC8708915_v1,"Overall, adherence was excellent in both placebo and synbiotic groups (median intake 92% (86–95%) versus 90% (84–95%); p = 0.40, respectively).","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 41, ""end"": 48, ""score"": 0.9833053350448608}]",IAO:0000318 results section
PMC8708915_v1,There was no difference in adherence to prebiotics (median intake 92% (83–98) placebo versus 89% (83–92) synbiotic group; p = 0.40) or probiotics (median intake 91% (88–98) placebo versus 90% (84–95) synbiotic group; p = 0.60) between the groups.,"[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 78, ""end"": 85, ""score"": 0.9996668100357056}, {""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 173, ""end"": 180, ""score"": 0.9997711777687073}]",IAO:0000318 results section
PMC8708915_v1,"There were 18 serious adverse events (SAE) in total: seven occurred in the placebo group, and 11 occurred in the synbiotic group.","[{""entity_group"": ""methodology"", ""word"": ""placebo group"", ""start"": 75, ""end"": 88, ""score"": 0.99946528673172}]",IAO:0000318 results section
PMC8708915_v1,"Furthermore, no differences were observed between free and total uremic toxins between placebo and synbiotic groups.","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 87, ""end"": 94, ""score"": 0.980958104133606}]",IAO:0000318 results section
PMC8708915_v1,"Specifically, unclassified members of Oscillospiraceae and Coprobacteraceae families, Lachnospira genus, Bifidobacterium animalis, and Ruminococcus B gnavus were discriminatory taxa for the synbiotic group (Figure 3b), while unclassified members of Ruminococcus A, Bacteroides clarus, and Escherichia coli were taxa that were discriminatory for the placebo group.","[{""entity_group"": ""methodology"", ""word"": ""placebo group"", ""start"": 349, ""end"": 362, ""score"": 0.9997757077217102}]",IAO:0000318 results section
PMC8708915_v1,"Supervised analysis (sPLS-DA) showed that the tricarboxylic acid (TCA) cycle, carboxylate degradation, acetyl coenzyme A (CoA) biosynthesis, and amino acid degradation were the most discriminating microbial function after synbiotic supplementation, while protein modification was the most discriminating microbial function after placebo (Supplemental Figure S3).","[{""entity_group"": ""methodology"", ""word"": ""placebo"", ""start"": 329, ""end"": 336, ""score"": 0.9998246431350708}]",IAO:0000318 results section
PMC8708915_v1,"This is in agreement with recent meta-analyses that highlighted that supplementation had no effect on serum lipids [9,27].","[{""entity_group"": ""methodology"", ""word"": ""meta - analyses"", ""start"": 33, ""end"": 46, ""score"": 0.9984951019287109}]",IAO:0000319 discussion section
PMC8708915_v1,"To our knowledge, no prior intervention study has reported data on GLS, LVMI, and blood pressure after synbiotic supplementation.","[{""entity_group"": ""methodology"", ""word"": ""intervention study"", ""start"": 27, ""end"": 45, ""score"": 0.999138355255127}]",IAO:0000319 discussion section
PMC8708915_v1,A novel and unexpected finding of the SYNERGY II trial was that participants in the synbiotic group experienced a significant decrease in our exploratory outcomes eGFR and increase in serum creatinine compared with the placebo group.,"[{""entity_group"": ""methodology"", ""word"": ""placebo group"", ""start"": 219, ""end"": 232, ""score"": 0.9995646476745605}]",IAO:0000319 discussion section
PMC8708915_v1,"It is prudent to note that this was an underpowered exploratory outcome, and the observed difference may have been due to chance with the numeric increase in eGFR in the placebo group.","[{""entity_group"": ""methodology"", ""word"": ""placebo group"", ""start"": 170, ""end"": 183, ""score"": 0.9993078112602234}]",IAO:0000319 discussion section
PMC8708915_v1,"In the SYNERGY trial [8], a proof-of-concept study, the daily use of prebiotics (15 g/day across fructooligosaccharide, galactooligosaccharide, inulin) and probiotics (4.5 × 1010 CFU/day (nine strains across Lactobacillus, Bifidobacteria, Streptococcus)) for 6 weeks did not change eGFR.","[{""entity_group"": ""methodology"", ""word"": ""trial"", ""start"": 15, ""end"": 20, ""score"": 0.7696932554244995}, {""entity_group"": ""methodology"", ""word"": ""proof - of - concept study"", ""start"": 28, ""end"": 50, ""score"": 0.9899687767028809}]",IAO:0000319 discussion section
PMC8708915_v1,"SYNERGY II, a pragmatically designed feasibility study, did not routinely collect 24 h urine samples, precluding measurement of albuminuria and proteinuria.","[{""entity_group"": ""methodology"", ""word"": ""feasibility study"", ""start"": 37, ""end"": 54, ""score"": 0.9887593984603882}]",IAO:0000319 discussion section
